row,col,x_center_nominal_mm,y_scanline_relative_mm,start_source_index,stop_source_index_exclusive,sample_count,median_current_A,mean_current_A,std_current_A,high_sample_fraction,binary_0_low_1_high
4,15,31.0,8.0,19082,19160,78,3.6e-06,3.597564102564101e-06,4.292479241739243e-09,0.0,0
4,16,33.0,8.0,19160,19238,78,3.6e-06,3.5999999999999986e-06,4.5291081365784355e-09,0.0,0
4,17,35.0,8.0,19238,19316,78,3.61e-06,3.6101282051282053e-06,5.428696246087273e-09,0.0,0
4,18,37.0,8.0,19316,19393,77,3.62e-06,3.6162337662337664e-06,4.845391715890248e-09,0.0,0
4,19,39.0,8.0,19393,19471,78,3.62e-06,3.6182051282051297e-06,4.158275574417102e-09,0.0,0
4,20,41.0,8.0,19471,19549,78,3.625e-06,3.6250000000000017e-06,4.999999999999951e-09,0.0,0
4,21,43.0,8.0,19549,19627,78,3.63e-06,3.626410256410258e-06,4.796996649710136e-09,0.0,0
4,22,45.0,8.0,19627,19705,78,3.63e-06,3.6255128205128227e-06,4.973631984941189e-09,0.0,0
4,23,47.0,8.0,19705,19782,77,3.62e-06,3.624155844155845e-06,4.9282249249376865e-09,0.0,0
4,24,49.0,8.0,19782,19860,78,3.62e-06,3.6244871794871807e-06,4.973631984941188e-09,0.0,0
4,25,51.0,8.0,19860,19938,78,3.62e-06,3.6205128205128215e-06,3.161237950240471e-09,0.0,0
4,26,53.0,8.0,19938,20016,78,3.62e-06,3.6160256410256405e-06,4.893675559997982e-09,0.0,0
4,27,55.0,8.0,20016,20094,78,3.61e-06,3.613717948717947e-06,4.832840211530919e-09,0.0,0
4,28,57.0,8.0,20094,20171,77,3.61e-06,3.6058441558441543e-06,4.928224924937896e-09,0.0,0
4,29,59.0,8.0,20171,20249,78,3.6e-06,3.5984615384615376e-06,9.880948137434766e-09,0.0,0
4,30,61.0,8.0,20249,20327,78,3.58e-06,3.592307692307692e-06,1.5184597199479962e-08,0.0,0
4,31,63.0,8.0,20327,20405,78,3.63e-06,3.6265384615384622e-06,1.0600788925276372e-08,0.0,0
4,32,65.0,8.0,20405,20483,78,3.63e-06,3.6310256410256424e-06,5.903007401651913e-09,0.0,0
4,33,67.0,8.0,20483,20561,78,3.63e-06,3.6206410256410245e-06,1.2438540559718141e-08,0.0,0
4,34,69.0,8.0,20561,20638,77,3.61e-06,3.607532467532469e-06,1.0212780909785803e-08,0.0,0
4,35,71.0,8.0,20638,20716,78,3.62e-06,3.6225641025641047e-06,4.650860806978687e-09,0.0,0
4,36,73.0,8.0,20716,20794,78,3.62e-06,3.6239743589743605e-06,4.893675559997982e-09,0.0,0
4,37,75.0,8.0,20794,20872,78,3.62e-06,3.6242307692307712e-06,4.940474068717309e-09,0.0,0
