0.3761417,0.3668072,0.35837695,0.3570922,0.35753435,0.3578046,0.3571414,0.3571568,0.35728075,0.3572526,0.3555951,0.35474245,0.35534465,0.35617965,0.35697315,0.35807995,0.36235125,0.3647066,0.3662852,0.3684487,0.3685302,0.36855605,0.368937,0.36941645,0.36917165,0.3695339,0.3706514,0.37133035,0.3832162,59.02631,59.72966,59.74154,60.597355,59.263685,60.0586,61.050685,60.661305,60.488385,65.38884,65.38251
0.3353901,0.33339805,0.3344163,0.3341866,0.33343615,0.33281,0.3320971,0.3311796,0.3303522,0.329473,0.3288514,0.3280101,0.3268943,0.3259675,0.32485855,0.32336215,0.3216041,0.3195256,0.3170734,0.3140295,0.3105598,0.30640285,0.30131805,0.2952456,0.28812515,0.28035465,0.27299435,0.27401935,8.84447345,58.896395,57.14183,58.435935,59.893635,59.644675,60.8117,60.835265,60.41745,60.11692,65.286735,65.30478
0.34466715,0.3381844,0.33957265,0.34127635,0.34242935,0.34298645,0.34385905,0.3445382,0.34541155,0.3461694,0.3472636,0.34823925,0.34902,0.35000445,0.351164,0.3522769,0.35347785,0.35467815,0.35595815,0.35733805,0.358773,0.3596559,0.3603422,0.3611395,0.36182035,0.3623403,0.3630939,0.3637729,0.3779571,58.29711,58.100505,59.45124,59.473835,59.247205,60.86936,60.65846,60.62806,59.43367,65.276035,65.25103
0.3279903,0.3280294,0.3270796,0.3243148,0.3207727,0.3146967,0.3140551,0.3139437,0.3159506,0.3227034,0.3819996,0.38794735,0.3616079,0.3033723,0.3063053,0.3024932,0.2986156,0.295115,0.2905685,0.2849608,0.2791087,0.2735224,0.2684788,0.26781955,0.2968708,55.0514,59.63191,59.18306,59.94385,59.93224,59.26524,60.268115,60.55833,60.30685,60.08942,59.454115,60.69418,65.17764,65.14168,65.195705
0.33060575,0.3317593,0.333144,0.3343754,0.33566885,0.3370912,0.3383061,0.3396406,0.341007,0.3423006,0.3434958,0.3447059,0.3459587,0.34723985,0.3483718,0.3494129,0.3502954,0.3511558,0.3519912,0.3528417,0.3535162,0.3542347,0.3550556,0.3558584,0.3564911,0.3675446,58.444905,59.3383,59.85155,59.94985,60.67642,60.693545,60.8476,60.66155,60.25152,59.6888,57.06744,65.16385,65.18262,65.15873
0.319241,0.31870445,0.31795,0.3179057,0.31799045,0.3174373,0.31586735,0.31488165,0.3143794,0.3135138,0.3127801,0.31199545,0.3113079,0.31046965,0.309498,0.30829045,0.3068966,0.30526965,0.30317075,0.3006029,0.2975744,0.2938536,0.28941205,0.2843363,0.2785737,0.27214265,0.26511645,0.25976865,0.26953815,45.183965,58.87113,59.305255,60.12716,60.365845,60.53708,60.223355,59.70461,57.32317,65.10512,65.155055
0.3212915,0.3218926,0.32251585,0.3232582,0.32397125,0.3250092,0.3255702,0.326374,0.32804025,0.3295792,0.3305404,0.33140165,0.3317503,0.33278825,0.3341396,0.3353823,0.33669895,0.3380356,0.339411,0.34064225,0.34172905,0.34255435,0.3434111,0.3440961,0.3447928,0.3454375,0.34620315,0.34694965,0.3478048,25.8714588,60.40236,59.07116,59.90343,60.569565,60.56665,60.46842,60.21723,57.487385,65.17359,65.11619
0.325802,0.32651965,0.32677985,0.3269182,0.32748025,0.328917,0.3324665,0.347357,0.59248745,0.53935625,0.4591093,0.4155927,0.4064619,0.3943011,0.3863963,0.3870344,0.3883578,0.39970515,0.41727155,0.4254468,0.3069729,0.30253055,0.298804,0.2948444,0.290649,0.28634175,0.2840405,0.29377075,1.7494625,53.16924,60.20868,60.40083,60.49345,60.54719,60.326825,60.49959,60.32341,56.879635,65.065405,65.07797
0.3263989,0.3279411,0.32845615,0.3286291,0.3291049,0.3293411,0.3297854,0.3303824,0.3336429,59.187765,59.26868,59.139185,58.72739,58.68609,58.62703,58.488585,58.50167,58.550825,58.6862,58.9071,55.38083,0.280973,0.26330175,0.26684225,0.27406415,0.2810638,0.2870266,0.29306245,25.7420196,60.55501,60.673665,60.689235,60.60414,60.42553,60.446345,60.510265,60.04547,57.343845,65.045925,65.05776
0.282835,0.27838215,0.2729354,0.26682745,0.2600943,0.25318095,0.2485738,0.25708945,38.23117,60.596645,60.562575,60.56154,60.57843,60.60123,60.612385,60.63158,60.56511,60.60705,60.5183,60.53716,0.3173764,0.28892295,0.2834236,0.2769417,0.26981,0.2620471,0.2587997,0.27564385,56.13213,60.467675,60.41936,60.4766,60.3954,59.899,60.20279,60.16464,59.562795,55.73568,64.93194,64.915895
0.2956174,0.2984526,0.3011077,0.30351315,0.3055614,0.30748615,0.3092842,0.31114825,0.429715,60.62891,60.72405,60.67074,60.650995,60.60395,60.607425,60.46039,60.507605,60.51363,60.210225,59.91343,18.897815,0.26480065,0.2617382,0.26782315,0.2751821,0.28219675,0.2883251,0.2941828,59.07894,60.598865,60.63518,60.62343,60.10517,60.19614,59.66189,59.86364,58.802385,58.25931,64.92094,64.87513
0.2832094,0.27843945,0.2728761,0.26672755,0.2600213,0.25302685,0.247707,0.25392195,24.80592,60.447075,60.46918,60.48903,60.53137,60.38987,60.500595,60.51726,60.44582,60.50893,60.583075,60.29048,0.3138084,0.2879412,0.2824439,0.2761463,0.2692407,0.2621763,0.258278,0.27504835,56.05513,60.340065,60.395945,60.34508,60.344565,59.62743,58.18381,57.57173,59.457905,56.85243,64.87343,64.8318
0.2958248,0.29869275,0.3012206,0.30358695,0.3057432,0.30778305,0.3095703,0.31128625,0.3511004,60.438895,60.57974,60.62557,60.60951,60.52596,60.33609,60.37526,60.356765,60.35911,60.314355,60.15337,19.000325,0.2631772,0.2600645,0.2661006,0.2733513,0.2803149,0.2863627,0.29212965,59.22803,60.46503,60.51749,60.55713,60.392105,60.41478,59.761265,59.93631,59.328515,56.88986,64.884705,64.8614
0.2799486,0.2748508,0.2692662,0.2629807,0.2561762,0.249698,0.2469451,0.2679076,58.14433,59.852425,60.24854,60.42231,60.45878,60.51415,60.49613,60.42208,60.5393,60.529025,60.46045,60.338975,0.2896145,0.2838227,0.2781637,0.2718984,0.26489155,0.258086,0.2557294,0.28747565,60.19502,60.414185,60.48737,60.41535,60.39929,60.37024,60.190995,58.89931,58.75604,58.04946,64.83912,64.78036
0.93333255,0.3359705,0.32075965,0.3167314,0.3158167,0.3158199,0.3163896,0.31744905,57.90805,60.616095,60.56846,60.62364,60.3369,60.55653,60.574755,60.56495,60.563255,60.57136,60.495725,60.50318,0.3148813,0.25932865,0.2595573,0.2660253,0.273138,0.27980175,0.2858774,0.291838,60.38389,60.46136,60.394815,60.37185,60.471735,59.89944,58.2192,59.913395,59.76944,57.88528,64.91502,64.83988
0.2901,0.2709202,0.2654375,0.2593382,0.2528298,0.2464542,0.2436037,0.25927075,53.81929,60.51448,60.44006,60.54908,60.50543,60.52684,60.572625,60.52415,60.434955,60.59467,60.525095,60.52896,0.2888723,0.28270695,0.2772557,0.27098475,0.2642468,0.25771805,0.2560091,0.2913398,60.276545,60.44897,60.411585,60.4186,60.259075,58.63022,58.69186,59.482815,50.16523,54.018455,64.88126,64.84907
1.04505485,0.3379442,0.3204063,0.3158266,0.3146523,0.31483945,0.3156023,0.316745,58.22977,60.63322,60.59194,60.62271,60.66815,60.58564,60.60187,60.574975,60.46397,60.61935,60.52457,60.31205,0.30582545,0.2578914,0.2587061,0.2651678,0.2719417,0.27849535,0.284509,0.2911296,60.35967,60.46346,60.4791,60.45981,59.257635,60.21176,59.44976,59.073565,52.17244,56.099175,64.90999,64.85337
0.2945457,0.2704046,0.2648497,0.2587798,0.2522284,0.2458855,0.2427717,0.25691425,50.96865,60.405605,60.16657,60.33634,60.32233,60.20056,60.323325,60.41543,60.13962,60.364255,60.41718,60.33464,0.2870732,0.2814771,0.2758418,0.2696326,0.2627004,0.2561903,0.2544625,0.2909994,59.98064,60.300835,60.28712,60.03098,60.158975,60.3742,58.5816,55.96656,55.50051,53.77544,64.80025,64.796135
2.252937,0.3308527,0.31189935,0.3075672,0.3070331,0.30758975,0.3090173,0.31077165,53.73222,60.41617,60.45484,60.2939,60.52632,60.39614,60.44143,60.53319,60.61317,60.53701,60.49822,60.38623,0.3037462,0.2569948,0.2577385,0.2641716,0.2708825,0.27742295,0.2834581,0.2900683,60.04477,60.27272,60.0847,60.23494,59.703995,60.26823,59.40171,57.75768,54.36116,54.39099,64.91313,64.86201
0.2709589,0.2658401,0.2603136,0.2543505,0.2478126,0.2422553,0.2418153,0.2851398,60.28173,60.310655,60.34792,60.40288,60.47643,60.448735,60.45934,60.44752,60.48659,60.54421,60.52313,57.349375,0.2841793,0.2789873,0.2734851,0.26688055,0.2602775,0.2545023,0.2560584,0.3405427,60.20438,60.250115,59.9161,59.27707,60.08457,59.34924,59.85201,59.72238,58.54206,57.96177,64.79389,64.84054
0.3617348,0.3045348,0.2961685,0.2950211,0.2972238,0.299528,0.30170435,0.3048327,60.47864,60.48691,60.442945,60.55117,60.50341,60.488085,60.43427,60.41106,60.45535,60.47491,60.45192,57.25905,0.2736862,0.2553636,0.2581972,0.2648305,0.271633,0.2777417,0.2836862,0.2973623,60.47574,60.49063,60.421335,60.33944,60.35433,59.86338,60.08218,59.78297,59.867685,60.36909,64.8099,64.80509
0.2773509,0.2647081,0.2593998,0.2534705,0.2474318,0.2413811,0.2387245,0.2546763,53.13626,60.30611,60.38936,60.407035,60.41991,60.41302,60.44106,60.41369,60.46777,60.432705,60.44761,59.74778,0.2839409,0.2788593,0.27300715,0.2664949,0.2599582,0.25372455,0.2532981,0.2985557,60.241575,60.27818,60.24839,60.1885,60.1951,59.96005,59.51431,59.98983,59.74807,59.421885,64.75441,64.78517
